DimR	Embedding	Assay	G-protein	Layer	Score
PCA	ebret	Shedding	GNA13	15	0.0
PCA	ebret	Shedding	GNA13	22	0.0
PCA	ebret	Shedding	GNA12	24	0.242
PCA	ebret	Shedding	GNA12	26	0.13
PCA	ebret	Shedding	GNA12	28	0.107
PCA	ebret	Shedding	GNA12	20	0.097
PCA	ebret	Shedding	GNA12	21	0.082
PCA	ebret	Shedding	GNA12	18	0.075
PCA	ebret	Shedding	GNA12	12	0.073
PCA	ebret	Shedding	GNA12	23	0.056
PCA	ebret	Shedding	GNA12	14	0.054
PCA	ebret	Shedding	GNA12	0	0.041
PCA	ebret	Shedding	GNA12	25	0.031
PCA	ebret	Shedding	GNA12	11	0.029
PCA	ebret	Shedding	GNA12	17	0.029
PCA	ebret	Shedding	GNA12	1	0.028
PCA	ebret	Shedding	GNA12	29	0.028
PCA	ebret	Shedding	GNA12	13	0.027
PCA	ebret	Shedding	GNA12	30	0.027
PCA	ebret	Shedding	GNA12	31	0.027
PCA	ebret	Shedding	GNA12	33	0.022
PCA	ebret	Shedding	GNA12	19	0.021
PCA	ebret	Shedding	GNA12	27	0.021
PCA	ebret	Shedding	GNA12	32	0.021
PCA	ebret	Shedding	GNA12	5	0.017
PCA	ebret	Shedding	GNA12	15	0.016
PCA	ebret	Shedding	GNA12	10	0.011
PCA	ebret	Shedding	GNA12	16	0.009
PCA	ebret	Shedding	GNA12	9	0.007
PCA	ebret	Shedding	GNA12	7	0.004
PCA	ebret	Shedding	GNA12	22	0.003
PCA	ebret	Shedding	GNA12	4	0.001
PCA	ebret	Shedding	GNA12	6	0.001
PCA	ebret	Shedding	GNA12	2	0.0
PCA	ebret	Shedding	GNA12	3	0.0
PCA	ebret	Shedding	GNA12	8	0.0
PCA	ebret	STRING	Barr2-GRK2	5	0.174
PCA	ebret	STRING	Barr2-GRK2	4	0.076
PCA	ebret	STRING	Barr2-GRK2	13	0.056
PCA	ebret	STRING	Barr2-GRK2	15	0.056
PCA	ebret	STRING	Barr2-GRK2	16	0.056
PCA	ebret	STRING	Barr2-GRK2	17	0.056
PCA	ebret	STRING	Barr2-GRK2	19	0.056
PCA	ebret	STRING	Barr2-GRK2	23	0.056
PCA	ebret	STRING	Barr2-GRK2	24	0.056
PCA	ebret	STRING	Barr2-GRK2	25	0.056
PCA	ebret	STRING	Barr2-GRK2	26	0.056
PCA	ebret	STRING	Barr2-GRK2	27	0.056
PCA	ebret	STRING	Barr2-GRK2	28	0.056
PCA	ebret	STRING	Barr2-GRK2	29	0.056
PCA	ebret	STRING	Barr2-GRK2	30	0.056
PCA	ebret	STRING	Barr2-GRK2	31	0.056
PCA	ebret	STRING	Barr2-GRK2	32	0.056
PCA	ebret	STRING	Barr2-GRK2	33	0.056
PCA	ebret	STRING	Barr2-GRK2	8	0.04
PCA	ebret	STRING	Barr2-GRK2	10	0.04
PCA	ebret	STRING	Barr2-GRK2	18	0.04
PCA	ebret	STRING	Barr2-GRK2	20	0.04
PCA	ebret	STRING	Barr2-GRK2	21	0.04
PCA	ebret	STRING	Barr2-GRK2	11	0.02
PCA	ebret	STRING	Barr2-GRK2	2	0.017
PCA	ebret	STRING	Barr2-GRK2	0	0.014
PCA	ebret	STRING	Barr2-GRK2	7	0.014
PCA	ebret	STRING	Barr2-GRK2	12	0.014
PCA	ebret	STRING	Barr2-GRK2	3	0.011
PCA	ebret	STRING	Barr2-GRK2	22	0.011
PCA	ebret	STRING	Barr2-GRK2	14	0.002
PCA	ebret	STRING	Barr2-GRK2	1	0.001
PCA	ebret	STRING	Barr2-GRK2	6	0.0
PCA	ebret	STRING	Barr2-GRK2	9	0.0
PCA	ebret	STRING	Barr2	5	0.174
PCA	ebret	STRING	Barr2	4	0.076
PCA	ebret	STRING	Barr2	13	0.056
PCA	ebret	STRING	Barr2	15	0.056
PCA	ebret	STRING	Barr2	16	0.056
PCA	ebret	STRING	Barr2	17	0.056
PCA	ebret	STRING	Barr2	19	0.056
PCA	ebret	STRING	Barr2	23	0.056
PCA	ebret	STRING	Barr2	24	0.056
PCA	ebret	STRING	Barr2	25	0.056
PCA	ebret	STRING	Barr2	26	0.056
PCA	ebret	STRING	Barr2	27	0.056
PCA	ebret	STRING	Barr2	28	0.056
PCA	ebret	STRING	Barr2	29	0.056
PCA	ebret	STRING	Barr2	30	0.056
PCA	ebret	STRING	Barr2	31	0.056
PCA	ebret	STRING	Barr2	32	0.056
PCA	ebret	STRING	Barr2	33	0.056
PCA	ebret	STRING	Barr2	8	0.04
PCA	ebret	STRING	Barr2	10	0.04
PCA	ebret	STRING	Barr2	18	0.04
PCA	ebret	STRING	Barr2	20	0.04
PCA	ebret	STRING	Barr2	21	0.04
PCA	ebret	STRING	Barr2	11	0.02
PCA	ebret	STRING	Barr2	2	0.017
PCA	ebret	STRING	Barr2	0	0.014
PCA	ebret	STRING	Barr2	7	0.014
PCA	ebret	STRING	Barr2	12	0.014
PCA	ebret	STRING	Barr2	3	0.011
PCA	ebret	STRING	Barr2	22	0.011
PCA	ebret	STRING	Barr2	14	0.002
PCA	ebret	STRING	Barr2	1	0.001
PCA	ebret	STRING	Barr2	6	0.0
PCA	ebret	STRING	Barr2	9	0.0
PCA	ebret	STRING	Barr1-GRK2	13	0.132
PCA	ebret	STRING	Barr1-GRK2	15	0.132
PCA	ebret	STRING	Barr1-GRK2	16	0.132
PCA	ebret	STRING	Barr1-GRK2	17	0.132
PCA	ebret	STRING	Barr1-GRK2	19	0.132
PCA	ebret	STRING	Barr1-GRK2	23	0.132
PCA	ebret	STRING	Barr1-GRK2	24	0.132
PCA	ebret	STRING	Barr1-GRK2	25	0.132
PCA	ebret	STRING	Barr1-GRK2	26	0.132
PCA	ebret	STRING	Barr1-GRK2	27	0.132
PCA	ebret	STRING	Barr1-GRK2	28	0.132
PCA	ebret	STRING	Barr1-GRK2	29	0.132
PCA	ebret	STRING	Barr1-GRK2	30	0.132
PCA	ebret	STRING	Barr1-GRK2	31	0.132
PCA	ebret	STRING	Barr1-GRK2	32	0.132
PCA	ebret	STRING	Barr1-GRK2	33	0.132
PCA	ebret	STRING	Barr1-GRK2	11	0.103
PCA	ebret	STRING	Barr1-GRK2	22	0.097
PCA	ebret	STRING	Barr1-GRK2	5	0.085
PCA	ebret	STRING	Barr1-GRK2	4	0.048
PCA	ebret	STRING	Barr1-GRK2	1	0.031
PCA	ebret	STRING	Barr1-GRK2	8	0.029
PCA	ebret	STRING	Barr1-GRK2	18	0.029
PCA	ebret	STRING	Barr1-GRK2	20	0.029
PCA	ebret	STRING	Barr1-GRK2	21	0.029
PCA	ebret	STRING	Barr1-GRK2	6	0.018
PCA	ebret	STRING	Barr1-GRK2	9	0.018
PCA	ebret	STRING	Barr1-GRK2	7	0.013
PCA	ebret	STRING	Barr1-GRK2	12	0.013
PCA	ebret	STRING	Barr1-GRK2	2	0.01
PCA	ebret	STRING	Barr1-GRK2	3	0.002
PCA	ebret	STRING	Barr1-GRK2	10	0.002
PCA	ebret	STRING	Barr1-GRK2	14	0.002
PCA	ebret	STRING	Barr1-GRK2	0	0.0
PCA	ebret	IUPHAR	GoB	19	0.028
PCA	ebret	IUPHAR	GoB	15	0.02
PCA	ebret	IUPHAR	GoB	20	0.02
PCA	ebret	IUPHAR	GoB	18	0.012
PCA	ebret	IUPHAR	GoB	3	0.009
PCA	ebret	IUPHAR	GoB	17	0.007
PCA	ebret	IUPHAR	GoB	12	0.005
PCA	ebret	IUPHAR	GoB	8	0.004
PCA	ebret	IUPHAR	GoB	10	0.004
PCA	ebret	IUPHAR	GoB	33	0.004
PCA	ebret	IUPHAR	GoB	1	0.003
PCA	ebret	IUPHAR	GoB	4	0.003
PCA	ebret	IUPHAR	GoB	5	0.003
PCA	ebret	IUPHAR	GoB	6	0.003
PCA	ebret	IUPHAR	GoB	11	0.003
PCA	ebret	IUPHAR	GoB	14	0.003
PCA	ebret	IUPHAR	GoB	21	0.003
PCA	ebret	IUPHAR	GoB	22	0.003
PCA	ebret	IUPHAR	GoB	24	0.003
PCA	ebret	IUPHAR	GoB	27	0.003
PCA	ebret	IUPHAR	GoB	28	0.003
PCA	ebret	IUPHAR	GoB	29	0.003
PCA	ebret	IUPHAR	GoB	32	0.003
PCA	ebret	IUPHAR	GoB	25	0.002
PCA	ebret	IUPHAR	GoB	9	0.001
PCA	ebret	IUPHAR	GoB	16	0.001
PCA	ebret	IUPHAR	GoB	23	0.001
PCA	ebret	IUPHAR	GoB	26	0.001
PCA	ebret	IUPHAR	GoB	30	0.001
PCA	ebret	IUPHAR	GoB	0	0.0
PCA	ebret	IUPHAR	GoB	2	0.0
PCA	ebret	IUPHAR	GoB	7	0.0
PCA	ebret	IUPHAR	GoB	13	0.0
PCA	ebret	IUPHAR	GoB	31	0.0
PCA	ebret	IUPHAR	GoA	19	0.028
PCA	ebret	IUPHAR	GoA	15	0.02
PCA	ebret	IUPHAR	GoA	20	0.02
PCA	ebret	IUPHAR	GoA	18	0.012
PCA	ebret	IUPHAR	GoA	3	0.009
PCA	ebret	IUPHAR	GoA	17	0.007
PCA	ebret	IUPHAR	GoA	12	0.005
PCA	ebret	IUPHAR	GoA	8	0.004
PCA	ebret	IUPHAR	GoA	10	0.004
PCA	ebret	IUPHAR	GoA	33	0.004
PCA	ebret	IUPHAR	GoA	1	0.003
PCA	ebret	IUPHAR	GoA	4	0.003
PCA	ebret	IUPHAR	GoA	5	0.003
PCA	ebret	IUPHAR	GoA	6	0.003
PCA	ebret	IUPHAR	GoA	11	0.003
PCA	ebret	IUPHAR	GoA	14	0.003
PCA	ebret	IUPHAR	GoA	21	0.003
PCA	ebret	IUPHAR	GoA	22	0.003
PCA	ebret	IUPHAR	GoA	24	0.003
PCA	ebret	IUPHAR	GoA	27	0.003
PCA	ebret	IUPHAR	GoA	28	0.003
PCA	ebret	IUPHAR	GoA	29	0.003
PCA	ebret	IUPHAR	GoA	32	0.003
PCA	ebret	IUPHAR	GoA	25	0.002
PCA	ebret	IUPHAR	GoA	9	0.001
PCA	ebret	IUPHAR	GoA	16	0.001
PCA	ebret	IUPHAR	GoA	23	0.001
PCA	ebret	IUPHAR	GoA	26	0.001
PCA	ebret	IUPHAR	GoA	30	0.001
PCA	ebret	IUPHAR	GoA	0	0.0
PCA	ebret	IUPHAR	GoA	2	0.0
PCA	ebret	IUPHAR	GoA	7	0.0
PCA	ebret	IUPHAR	GoA	13	0.0
PCA	ebret	IUPHAR	GoA	31	0.0
PCA	ebret	IUPHAR	GNAZ	19	0.028
PCA	ebret	IUPHAR	GNAZ	15	0.02
PCA	ebret	IUPHAR	GNAZ	20	0.02
PCA	ebret	IUPHAR	GNAZ	18	0.012
PCA	ebret	IUPHAR	GNAZ	3	0.009
PCA	ebret	IUPHAR	GNAZ	17	0.007
PCA	ebret	IUPHAR	GNAZ	12	0.005
PCA	ebret	IUPHAR	GNAZ	8	0.004
PCA	ebret	IUPHAR	GNAZ	10	0.004
PCA	ebret	IUPHAR	GNAZ	33	0.004
PCA	ebret	IUPHAR	GNAZ	1	0.003
PCA	ebret	IUPHAR	GNAZ	4	0.003
PCA	ebret	IUPHAR	GNAZ	5	0.003
PCA	ebret	IUPHAR	GNAZ	6	0.003
PCA	ebret	IUPHAR	GNAZ	11	0.003
PCA	ebret	IUPHAR	GNAZ	14	0.003
PCA	ebret	IUPHAR	GNAZ	21	0.003
PCA	ebret	IUPHAR	GNAZ	22	0.003
PCA	ebret	IUPHAR	GNAZ	24	0.003
PCA	ebret	IUPHAR	GNAZ	27	0.003
PCA	ebret	IUPHAR	GNAZ	28	0.003
PCA	ebret	IUPHAR	GNAZ	29	0.003
PCA	ebret	IUPHAR	GNAZ	32	0.003
PCA	ebret	IUPHAR	GNAZ	25	0.002
PCA	ebret	IUPHAR	GNAZ	9	0.001
PCA	ebret	IUPHAR	GNAZ	16	0.001
PCA	ebret	IUPHAR	GNAZ	23	0.001
PCA	ebret	IUPHAR	GNAZ	26	0.001
PCA	ebret	IUPHAR	GNAZ	30	0.001
PCA	ebret	IUPHAR	GNAZ	0	0.0
PCA	ebret	IUPHAR	GNAZ	2	0.0
PCA	ebret	IUPHAR	GNAZ	7	0.0
PCA	ebret	IUPHAR	GNAZ	13	0.0
PCA	ebret	IUPHAR	GNAZ	31	0.0
PCA	ebret	IUPHAR	GNAS	19	0.018
PCA	ebret	IUPHAR	GNAS	25	0.018
PCA	ebret	IUPHAR	GNAS	17	0.017
PCA	ebret	IUPHAR	GNAS	29	0.014
PCA	ebret	IUPHAR	GNAS	6	0.012
PCA	ebret	IUPHAR	GNAS	30	0.011
PCA	ebret	IUPHAR	GNAS	15	0.01
PCA	ebret	IUPHAR	GNAS	16	0.008
PCA	ebret	IUPHAR	GNAS	26	0.008
PCA	ebret	IUPHAR	GNAS	9	0.006
PCA	ebret	IUPHAR	GNAS	32	0.006
PCA	ebret	IUPHAR	GNAS	18	0.005
PCA	ebret	IUPHAR	GNAS	20	0.005
PCA	ebret	IUPHAR	GNAS	12	0.004
PCA	ebret	IUPHAR	GNAS	13	0.004
PCA	ebret	IUPHAR	GNAS	33	0.004
PCA	ebret	IUPHAR	GNAS	0	0.003
PCA	ebret	IUPHAR	GNAS	8	0.003
PCA	ebret	IUPHAR	GNAS	11	0.003
PCA	ebret	IUPHAR	GNAS	3	0.002
PCA	ebret	IUPHAR	GNAS	24	0.002
PCA	ebret	IUPHAR	GNAS	23	0.001
PCA	ebret	IUPHAR	GNAS	31	0.001
PCA	ebret	IUPHAR	GNAS	1	0.0
PCA	ebret	IUPHAR	GNAS	2	0.0
PCA	ebret	IUPHAR	GNAS	4	0.0
PCA	ebret	IUPHAR	GNAS	5	0.0
PCA	ebret	IUPHAR	GNAS	7	0.0
PCA	ebret	IUPHAR	GNAS	10	0.0
PCA	ebret	IUPHAR	GNAS	14	0.0
PCA	ebret	IUPHAR	GNAS	21	0.0
PCA	ebret	IUPHAR	GNAS	22	0.0
PCA	ebret	IUPHAR	GNAS	27	0.0
PCA	ebret	IUPHAR	GNAS	28	0.0
PCA	ebret	IUPHAR	GNAQ	25	0.044
PCA	ebret	IUPHAR	GNAQ	24	0.032
PCA	ebret	IUPHAR	GNAQ	23	0.031
PCA	ebret	IUPHAR	GNAQ	26	0.025
PCA	ebret	IUPHAR	GNAQ	32	0.023
PCA	ebret	IUPHAR	GNAQ	29	0.02
PCA	ebret	IUPHAR	GNAQ	30	0.019
PCA	ebret	IUPHAR	GNAQ	6	0.017
PCA	ebret	IUPHAR	GNAQ	3	0.016
PCA	ebret	IUPHAR	GNAQ	19	0.016
PCA	ebret	IUPHAR	GNAQ	1	0.012
PCA	ebret	IUPHAR	GNAQ	12	0.011
PCA	ebret	IUPHAR	GNAQ	31	0.01
PCA	ebret	IUPHAR	GNAQ	9	0.008
PCA	ebret	IUPHAR	GNAQ	10	0.006
PCA	ebret	IUPHAR	GNAQ	33	0.006
PCA	ebret	IUPHAR	GNAQ	0	0.005
PCA	ebret	IUPHAR	GNAQ	7	0.005
PCA	ebret	IUPHAR	GNAQ	20	0.004
PCA	ebret	IUPHAR	GNAQ	4	0.003
PCA	ebret	IUPHAR	GNAQ	15	0.003
PCA	ebret	IUPHAR	GNAQ	16	0.003
PCA	ebret	IUPHAR	GNAQ	2	0.002
PCA	ebret	IUPHAR	GNAQ	8	0.002
PCA	ebret	IUPHAR	GNAQ	11	0.002
PCA	ebret	IUPHAR	GNAQ	18	0.001
PCA	ebret	IUPHAR	GNAQ	27	0.001
PCA	ebret	IUPHAR	GNAQ	28	0.001
PCA	ebret	IUPHAR	GNAQ	5	0.0
PCA	ebret	IUPHAR	GNAQ	13	0.0
PCA	ebret	IUPHAR	GNAQ	14	0.0
PCA	ebret	IUPHAR	GNAQ	17	0.0
PCA	ebret	IUPHAR	GNAQ	21	0.0
PCA	ebret	IUPHAR	GNAQ	22	0.0
PCA	ebret	IUPHAR	GNAL	19	0.018
PCA	ebret	IUPHAR	GNAL	25	0.018
PCA	ebret	IUPHAR	GNAL	17	0.017
PCA	ebret	IUPHAR	GNAL	29	0.014
PCA	ebret	IUPHAR	GNAL	6	0.012
PCA	ebret	IUPHAR	GNAL	30	0.011
PCA	ebret	IUPHAR	GNAL	15	0.01
PCA	ebret	IUPHAR	GNAL	16	0.008
PCA	ebret	IUPHAR	GNAL	26	0.008
PCA	ebret	IUPHAR	GNAL	9	0.006
PCA	ebret	IUPHAR	GNAL	32	0.006
PCA	ebret	IUPHAR	GNAL	18	0.005
PCA	ebret	IUPHAR	GNAL	20	0.005
PCA	ebret	IUPHAR	GNAL	12	0.004
PCA	ebret	IUPHAR	GNAL	13	0.004
PCA	ebret	IUPHAR	GNAL	33	0.004
PCA	ebret	IUPHAR	GNAL	0	0.003
PCA	ebret	IUPHAR	GNAL	8	0.003
PCA	ebret	IUPHAR	GNAL	11	0.003
PCA	ebret	IUPHAR	GNAL	3	0.002
PCA	ebret	IUPHAR	GNAL	24	0.002
PCA	ebret	IUPHAR	GNAL	23	0.001
PCA	ebret	IUPHAR	GNAL	31	0.001
PCA	ebret	IUPHAR	GNAL	1	0.0
PCA	ebret	IUPHAR	GNAL	2	0.0
PCA	ebret	IUPHAR	GNAL	4	0.0
PCA	ebret	IUPHAR	GNAL	5	0.0
PCA	ebret	IUPHAR	GNAL	7	0.0
PCA	ebret	IUPHAR	GNAL	10	0.0
PCA	ebret	IUPHAR	GNAL	14	0.0
PCA	ebret	IUPHAR	GNAL	21	0.0
PCA	ebret	IUPHAR	GNAL	22	0.0
PCA	ebret	IUPHAR	GNAL	27	0.0
PCA	ebret	IUPHAR	GNAL	28	0.0
PCA	ebret	IUPHAR	GNAI3	19	0.028
PCA	ebret	IUPHAR	GNAI3	15	0.02
PCA	ebret	IUPHAR	GNAI3	20	0.02
PCA	ebret	IUPHAR	GNAI3	18	0.012
PCA	ebret	IUPHAR	GNAI3	3	0.009
PCA	ebret	IUPHAR	GNAI3	17	0.007
PCA	ebret	IUPHAR	GNAI3	12	0.005
PCA	ebret	IUPHAR	GNAI3	8	0.004
PCA	ebret	IUPHAR	GNAI3	10	0.004
PCA	ebret	IUPHAR	GNAI3	33	0.004
PCA	ebret	IUPHAR	GNAI3	1	0.003
PCA	ebret	IUPHAR	GNAI3	4	0.003
PCA	ebret	IUPHAR	GNAI3	5	0.003
PCA	ebret	IUPHAR	GNAI3	6	0.003
PCA	ebret	IUPHAR	GNAI3	11	0.003
PCA	ebret	IUPHAR	GNAI3	14	0.003
PCA	ebret	IUPHAR	GNAI3	21	0.003
PCA	ebret	IUPHAR	GNAI3	22	0.003
PCA	ebret	IUPHAR	GNAI3	24	0.003
PCA	ebret	IUPHAR	GNAI3	27	0.003
PCA	ebret	IUPHAR	GNAI3	28	0.003
PCA	ebret	IUPHAR	GNAI3	29	0.003
PCA	ebret	IUPHAR	GNAI3	32	0.003
PCA	ebret	IUPHAR	GNAI3	25	0.002
PCA	ebret	IUPHAR	GNAI3	9	0.001
PCA	ebret	IUPHAR	GNAI3	16	0.001
PCA	ebret	IUPHAR	GNAI3	23	0.001
PCA	ebret	IUPHAR	GNAI3	26	0.001
PCA	ebret	IUPHAR	GNAI3	30	0.001
PCA	ebret	IUPHAR	GNAI3	0	0.0
PCA	ebret	IUPHAR	GNAI3	2	0.0
PCA	ebret	IUPHAR	GNAI3	7	0.0
PCA	ebret	IUPHAR	GNAI3	13	0.0
PCA	ebret	IUPHAR	GNAI3	31	0.0
PCA	ebret	IUPHAR	GNAI2	19	0.028
PCA	ebret	IUPHAR	GNAI2	15	0.02
PCA	ebret	IUPHAR	GNAI2	20	0.02
PCA	ebret	IUPHAR	GNAI2	18	0.012
PCA	ebret	IUPHAR	GNAI2	3	0.009
PCA	ebret	IUPHAR	GNAI2	17	0.007
PCA	ebret	IUPHAR	GNAI2	12	0.005
PCA	ebret	IUPHAR	GNAI2	8	0.004
PCA	ebret	IUPHAR	GNAI2	10	0.004
PCA	ebret	IUPHAR	GNAI2	33	0.004
PCA	ebret	IUPHAR	GNAI2	1	0.003
PCA	ebret	IUPHAR	GNAI2	4	0.003
PCA	ebret	IUPHAR	GNAI2	5	0.003
PCA	ebret	IUPHAR	GNAI2	6	0.003
PCA	ebret	IUPHAR	GNAI2	11	0.003
PCA	ebret	IUPHAR	GNAI2	14	0.003
PCA	ebret	IUPHAR	GNAI2	21	0.003
PCA	ebret	IUPHAR	GNAI2	22	0.003
PCA	ebret	IUPHAR	GNAI2	24	0.003
PCA	ebret	IUPHAR	GNAI2	27	0.003
PCA	ebret	IUPHAR	GNAI2	28	0.003
PCA	ebret	IUPHAR	GNAI2	29	0.003
PCA	ebret	IUPHAR	GNAI2	32	0.003
PCA	ebret	IUPHAR	GNAI2	25	0.002
PCA	ebret	IUPHAR	GNAI2	9	0.001
PCA	ebret	IUPHAR	GNAI2	16	0.001
PCA	ebret	IUPHAR	GNAI2	23	0.001
PCA	ebret	IUPHAR	GNAI2	26	0.001
PCA	ebret	IUPHAR	GNAI2	30	0.001
PCA	ebret	IUPHAR	GNAI2	0	0.0
PCA	ebret	IUPHAR	GNAI2	2	0.0
PCA	ebret	IUPHAR	GNAI2	7	0.0
PCA	ebret	IUPHAR	GNAI2	13	0.0
PCA	ebret	IUPHAR	GNAI2	31	0.0
PCA	ebret	IUPHAR	GNAI1	19	0.028
PCA	ebret	IUPHAR	GNAI1	15	0.02
PCA	ebret	IUPHAR	GNAI1	20	0.02
PCA	ebret	IUPHAR	GNAI1	18	0.012
PCA	ebret	IUPHAR	GNAI1	3	0.009
PCA	ebret	IUPHAR	GNAI1	17	0.007
PCA	ebret	IUPHAR	GNAI1	12	0.005
PCA	ebret	IUPHAR	GNAI1	8	0.004
PCA	ebret	IUPHAR	GNAI1	10	0.004
PCA	ebret	IUPHAR	GNAI1	33	0.004
PCA	ebret	IUPHAR	GNAI1	1	0.003
PCA	ebret	IUPHAR	GNAI1	4	0.003
PCA	ebret	IUPHAR	GNAI1	5	0.003
PCA	ebret	IUPHAR	GNAI1	6	0.003
PCA	ebret	IUPHAR	GNAI1	11	0.003
PCA	ebret	IUPHAR	GNAI1	14	0.003
PCA	ebret	IUPHAR	GNAI1	21	0.003
PCA	ebret	IUPHAR	GNAI1	22	0.003
PCA	ebret	IUPHAR	GNAI1	24	0.003
PCA	ebret	IUPHAR	GNAI1	27	0.003
PCA	ebret	IUPHAR	GNAI1	28	0.003
PCA	ebret	IUPHAR	GNAI1	29	0.003
PCA	ebret	IUPHAR	GNAI1	32	0.003
PCA	ebret	IUPHAR	GNAI1	25	0.002
PCA	ebret	IUPHAR	GNAI1	9	0.001
PCA	ebret	IUPHAR	GNAI1	16	0.001
PCA	ebret	IUPHAR	GNAI1	23	0.001
PCA	ebret	IUPHAR	GNAI1	26	0.001
PCA	ebret	IUPHAR	GNAI1	30	0.001
PCA	ebret	IUPHAR	GNAI1	0	0.0
PCA	ebret	IUPHAR	GNAI1	2	0.0
PCA	ebret	IUPHAR	GNAI1	7	0.0
PCA	ebret	IUPHAR	GNAI1	13	0.0
PCA	ebret	IUPHAR	GNAI1	31	0.0
PCA	ebret	IUPHAR	GNA15	25	0.044
PCA	ebret	IUPHAR	GNA15	24	0.032
PCA	ebret	IUPHAR	GNA15	23	0.031
PCA	ebret	IUPHAR	GNA15	26	0.025
PCA	ebret	IUPHAR	GNA15	32	0.023
PCA	ebret	IUPHAR	GNA15	29	0.02
PCA	ebret	IUPHAR	GNA15	30	0.019
PCA	ebret	IUPHAR	GNA15	6	0.017
PCA	ebret	IUPHAR	GNA15	3	0.016
PCA	ebret	IUPHAR	GNA15	19	0.016
PCA	ebret	IUPHAR	GNA15	1	0.012
PCA	ebret	IUPHAR	GNA15	12	0.011
PCA	ebret	IUPHAR	GNA15	31	0.01
PCA	ebret	IUPHAR	GNA15	9	0.008
PCA	ebret	IUPHAR	GNA15	10	0.006
PCA	ebret	IUPHAR	GNA15	33	0.006
PCA	ebret	IUPHAR	GNA15	0	0.005
PCA	ebret	IUPHAR	GNA15	7	0.005
PCA	ebret	IUPHAR	GNA15	20	0.004
PCA	ebret	IUPHAR	GNA15	4	0.003
PCA	ebret	IUPHAR	GNA15	15	0.003
PCA	ebret	IUPHAR	GNA15	16	0.003
PCA	ebret	IUPHAR	GNA15	2	0.002
PCA	ebret	IUPHAR	GNA15	8	0.002
PCA	ebret	IUPHAR	GNA15	11	0.002
PCA	ebret	IUPHAR	GNA15	18	0.001
PCA	ebret	IUPHAR	GNA15	27	0.001
PCA	ebret	IUPHAR	GNA15	28	0.001
PCA	ebret	IUPHAR	GNA15	5	0.0
PCA	ebret	IUPHAR	GNA15	13	0.0
PCA	ebret	IUPHAR	GNA15	14	0.0
PCA	ebret	IUPHAR	GNA15	17	0.0
PCA	ebret	IUPHAR	GNA15	21	0.0
PCA	ebret	IUPHAR	GNA15	22	0.0
PCA	ebret	IUPHAR	GNA14	25	0.044
PCA	ebret	IUPHAR	GNA14	24	0.032
PCA	ebret	IUPHAR	GNA14	23	0.031
PCA	ebret	IUPHAR	GNA14	26	0.025
PCA	ebret	IUPHAR	GNA14	32	0.023
PCA	ebret	IUPHAR	GNA14	29	0.02
PCA	ebret	IUPHAR	GNA14	30	0.019
PCA	ebret	IUPHAR	GNA14	6	0.017
PCA	ebret	IUPHAR	GNA14	3	0.016
PCA	ebret	IUPHAR	GNA14	19	0.016
PCA	ebret	IUPHAR	GNA14	1	0.012
PCA	ebret	IUPHAR	GNA14	12	0.011
PCA	ebret	IUPHAR	GNA14	31	0.01
PCA	ebret	IUPHAR	GNA14	9	0.008
PCA	ebret	IUPHAR	GNA14	10	0.006
PCA	ebret	IUPHAR	GNA14	33	0.006
PCA	ebret	IUPHAR	GNA14	0	0.005
PCA	ebret	IUPHAR	GNA14	7	0.005
PCA	ebret	IUPHAR	GNA14	20	0.004
PCA	ebret	IUPHAR	GNA14	4	0.003
PCA	ebret	IUPHAR	GNA14	15	0.003
PCA	ebret	IUPHAR	GNA14	16	0.003
PCA	ebret	IUPHAR	GNA14	2	0.002
PCA	ebret	IUPHAR	GNA14	8	0.002
PCA	ebret	IUPHAR	GNA14	11	0.002
PCA	ebret	IUPHAR	GNA14	18	0.001
PCA	ebret	IUPHAR	GNA14	27	0.001
PCA	ebret	IUPHAR	GNA14	28	0.001
PCA	ebret	IUPHAR	GNA14	5	0.0
PCA	ebret	IUPHAR	GNA14	13	0.0
PCA	ebret	IUPHAR	GNA14	14	0.0
PCA	ebret	IUPHAR	GNA14	17	0.0
PCA	ebret	IUPHAR	GNA14	21	0.0
PCA	ebret	IUPHAR	GNA14	22	0.0
PCA	ebret	IUPHAR	GNA13	1	0.042
PCA	ebret	IUPHAR	GNA13	10	0.027
PCA	ebret	IUPHAR	GNA13	20	0.027
PCA	ebret	IUPHAR	GNA13	6	0.022
PCA	ebret	IUPHAR	GNA13	16	0.021
PCA	ebret	IUPHAR	GNA13	18	0.02
PCA	ebret	IUPHAR	GNA13	4	0.018
PCA	ebret	IUPHAR	GNA13	15	0.018
PCA	ebret	IUPHAR	GNA13	23	0.018
PCA	ebret	IUPHAR	GNA13	7	0.017
PCA	ebret	IUPHAR	GNA13	17	0.017
PCA	ebret	IUPHAR	GNA13	27	0.017
PCA	ebret	IUPHAR	GNA13	28	0.017
PCA	ebret	IUPHAR	GNA13	11	0.016
PCA	ebret	IUPHAR	GNA13	24	0.015
PCA	ebret	IUPHAR	GNA13	13	0.013
PCA	ebret	IUPHAR	GNA13	0	0.012
PCA	ebret	IUPHAR	GNA13	5	0.012
PCA	ebret	IUPHAR	GNA13	25	0.012
PCA	ebret	IUPHAR	GNA13	12	0.011
PCA	ebret	IUPHAR	GNA13	31	0.01
PCA	ebret	IUPHAR	GNA13	32	0.006
PCA	ebret	IUPHAR	GNA13	8	0.004
